"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","533","passes","template spec","Tue Jan 07 12:42:59 CLST 2025","passed","Tue Jan 07 12:43:00 CLST 2025","","","",""
